t,i,j,readers
1499759220,500,579,"['005', '036']"
1499759220,1053,1657,"['005', '036', '154', '305']"
1499759240,8,461,['011']
1499759240,8,1053,['011']
1499759240,8,1657,['011']
1499759240,32,441,"['011', '036', '305']"
1499759240,97,1202,"['005', '036', '154']"
1499759240,325,782,['005']
1499759240,325,1617,['036']
1499759240,387,441,"['011', '036', '305']"
1499759240,454,480,['305']
1499759240,502,782,['005']
1499759240,512,719,"['005', '036']"
1499759240,719,1641,"['005', '036']"
1499759240,1202,1401,"['005', '036', '154']"
1499759260,97,1401,"['005', '011', '036', '154', '305']"
1499759260,193,579,"['005', '036']"
1499759260,193,1076,"['036', '305']"
1499759260,200,1116,"['005', '036', '305']"
1499759260,512,719,['036']
1499759260,649,1822,"['005', '036', '154']"
1499759260,1202,1401,"['005', '011', '036', '154', '305']"
1499759260,1401,1818,"['005', '011', '036', '154', '305']"
1499759280,32,387,"['011', '036', '305']"
1499759280,193,500,"['036', '305']"
1499759280,387,441,"['011', '036', '305']"
1499759280,387,1159,"['011', '036', '305']"
1499759280,387,1684,"['011', '036', '305']"
1499759280,454,480,['305']
1499759280,500,579,"['036', '305']"
1499759300,193,579,"['036', '305']"
1499759300,193,710,"['036', '305']"
1499759300,447,1617,"['011', '154', '305']"
1499759300,502,782,"['005', '036', '305']"
1499759300,502,1080,"['005', '036', '305']"
1499759300,512,719,"['005', '036']"
1499759300,710,1076,['036']
1499759300,719,1641,"['005', '036']"
1499759320,97,1202,"['005', '011', '036', '305']"
1499759320,97,1401,"['005', '011', '036', '305']"
1499759320,512,719,"['005', '036']"
1499759320,1108,1401,"['005', '011', '036', '305']"
1499759320,1202,1401,"['005', '011', '036', '305']"
1499759340,106,147,"['005', '011', '036']"
1499759340,318,1079,"['015', '078']"
1499759340,454,974,['305']
1499759340,480,974,['305']
1499759340,500,710,['036']
1499759360,32,97,"['005', '036', '082']"
1499759360,32,441,"['005', '036', '082']"
1499759360,32,1401,"['005', '036', '082']"
1499759360,49,1108,"['005', '036']"
1499759360,97,1202,"['005', '011', '305']"
1499759360,441,1202,"['005', '011', '305']"
1499759360,454,480,['305']
1499759360,500,710,"['005', '036']"
1499759360,502,782,"['005', '036', '305']"
1499759360,502,977,"['005', '036', '305']"
1499759360,502,1080,"['005', '036', '305']"
1499759360,512,719,"['005', '036']"
1499759360,719,1641,"['005', '036']"
1499759360,1202,1401,"['005', '011', '305']"
1499759380,97,1401,"['036', '305']"
1499759380,254,1401,"['036', '305']"
1499759380,318,1052,"['015', '078']"
1499759380,461,1392,['305']
1499759380,502,1080,"['005', '036', '305']"
1499759380,512,719,"['005', '036']"
1499759380,649,1822,"['005', '036', '305']"
1499759380,974,1392,['305']
1499759380,1052,1079,"['015', '078']"
1499759380,1202,1401,"['036', '305']"
1499759380,1392,1748,['305']
1499759380,1551,1617,['305']
1499759400,30,737,"['011', '305']"
1499759400,181,1116,"['005', '036', '305']"
1499759400,192,1441,"['036', '305']"
1499759400,544,1551,"['154', '305']"
1499759400,719,1641,['036']
1499759400,1551,1617,"['154', '305']"
1499759420,97,1202,"['005', '036', '305']"
1499759420,192,903,"['011', '036', '305']"
1499759420,192,959,"['011', '036', '305']"
1499759420,192,1441,"['011', '036', '305']"
1499759420,214,1076,['036']
1499759420,214,1410,"['005', '011', '036', '154', '305']"
1499759420,325,768,"['015', '305']"
1499759420,454,480,"['011', '305']"
1499759420,502,782,"['005', '011', '036', '305']"
1499759420,502,977,"['005', '036', '305']"
1499759420,502,1080,"['005', '036', '305']"
1499759420,512,719,"['005', '036']"
1499759420,649,1410,"['005', '011', '036', '154', '305']"
1499759420,719,1641,"['005', '036']"
1499759420,903,1657,"['005', '011', '036', '305']"
1499759420,974,1748,"['036', '305']"
1499759420,977,1410,"['005', '011', '036', '154', '305']"
1499759420,1202,1401,"['005', '036', '305']"
1499759420,1392,1748,"['036', '305']"
1499759420,1410,1822,"['005', '011', '036', '154', '305']"
1499759440,502,1080,"['154', '305']"
1499759440,649,1822,"['005', '154', '305']"
1499759440,782,1080,"['154', '305']"
1499759460,318,557,"['015', '078']"
1499759460,325,461,['305']
1499759460,461,695,['305']
1499759460,487,998,['154']
1499759480,18,32,"['005', '011', '036', '154']"
1499759480,97,1202,"['005', '011', '036', '154']"
1499759480,147,1108,"['011', '036', '082', '305']"
1499759480,173,1108,"['011', '036', '082', '305']"
1499759480,325,768,['305']
1499759480,461,768,['305']
1499759480,512,719,"['005', '036']"
1499759480,695,768,['305']
1499759480,719,1641,"['005', '036']"
1499759480,903,1657,['305']
1499759480,977,1410,"['005', '036']"
1499759480,1076,1482,['036']
1499759480,1202,1401,"['005', '011', '036', '154']"
1499759480,1410,1735,"['005', '036']"
1499759480,1410,1822,"['005', '036']"
1499759500,8,741,"['005', '036', '154', '305']"
1499759500,8,1053,"['005', '036', '154', '305']"
1499759500,97,1202,"['005', '036', '154', '305']"
1499759500,97,1401,"['005', '036', '154', '305']"
1499759500,181,209,"['036', '305']"
1499759500,487,998,['154']
1499759500,500,579,"['005', '036', '082']"
1499759500,579,1482,"['005', '036', '082']"
1499759500,1202,1401,"['005', '036']"
1499759500,1551,1617,['305']
1499759520,192,959,"['011', '036', '305']"
1499759520,325,461,"['005', '011', '036', '305']"
1499759520,461,695,"['005', '011', '036', '305']"
1499759520,487,998,['154']
1499759520,710,1076,"['005', '036']"
1499759520,710,1482,"['005', '036']"
1499759520,719,1641,['036']
1499759540,97,1202,"['005', '011', '036', '305']"
1499759540,173,1108,"['005', '036', '082', '305']"
1499759540,234,1748,['305']
1499759540,325,768,"['011', '305']"
1499759540,366,475,"['005', '036', '082']"
1499759540,502,782,"['005', '036']"
1499759540,512,719,"['005', '036']"
1499759540,710,1076,"['005', '036', '305']"
1499759540,710,1482,"['005', '011', '036', '305']"
1499759540,719,1641,"['005', '036']"
1499759540,977,1410,"['036', '082']"
1499759540,1076,1482,"['005', '011', '036', '305']"
1499759540,1202,1401,"['005', '011', '036', '305']"
1499759560,97,544,"['005', '036', '305']"
1499759560,502,1080,"['011', '036', '305']"
1499759560,544,1401,"['005', '036', '305']"
1499759560,583,1116,"['036', '305']"
1499759560,649,1822,"['005', '154']"
1499759560,1551,1617,['305']
1499759580,101,1412,"['005', '011', '305']"
1499759580,181,209,"['005', '011', '036']"
1499759580,461,695,"['011', '036', '305']"
1499759580,461,1037,"['011', '036', '305']"
1499759580,487,998,['154']
1499759580,500,1482,['036']
1499759580,583,1116,"['036', '305']"
1499759580,649,1822,"['005', '154']"
1499759580,710,1076,"['005', '036']"
1499759600,8,1053,"['005', '011', '036', '154', '305']"
1499759600,21,1076,"['005', '036', '154', '305']"
1499759600,49,147,"['005', '036']"
1499759600,97,1202,"['005', '036', '305']"
1499759600,106,974,"['036', '305']"
1499759600,147,173,"['005', '036']"
1499759600,147,1108,"['005', '036']"
1499759600,173,475,"['005', '036', '082', '305']"
1499759600,325,768,"['011', '036', '305']"
1499759600,366,475,"['005', '011', '036', '082', '305']"
1499759600,461,1037,"['011', '036', '294', '305']"
1499759600,502,782,"['005', '011', '036', '154']"
1499759600,512,719,"['005', '036', '305']"
1499759600,695,1037,"['011', '036', '294', '305']"
1499759600,719,1641,"['005', '036', '305']"
1499759600,782,1080,"['005', '011', '036', '154']"
1499759600,832,1053,"['005', '011', '036', '154', '305']"
1499759600,869,903,"['011', '036', '305']"
1499759600,903,1657,"['011', '036', '305']"
1499759600,1202,1401,"['005', '036', '305']"
1499759620,97,1202,"['005', '011', '036', '305']"
1499759620,97,1401,"['005', '011', '036', '305']"
1499759620,101,1412,"['036', '305']"
1499759620,120,147,"['005', '011', '036']"
1499759620,120,475,"['005', '011', '036']"
1499759620,120,1887,"['005', '011', '036', '082', '305']"
1499759620,147,1887,"['005', '036', '082', '305']"
1499759620,192,959,"['005', '011', '154']"
1499759620,192,1441,"['005', '011', '154']"
1499759620,454,480,"['005', '011', '036', '305']"
1499759620,583,1116,['036']
1499759620,1551,1617,"['036', '305']"
1499759640,49,147,"['005', '011', '036']"
1499759640,49,173,"['005', '011', '036']"
1499759640,115,461,"['011', '015', '036', '305']"
1499759640,325,461,"['011', '015', '036', '305']"
1499759640,461,695,"['011', '015', '036', '305']"
1499759640,461,1037,"['011', '015', '036', '305']"
1499759640,487,998,['154']
1499759640,512,719,"['036', '305']"
1499759660,8,1053,"['005', '011', '154', '305']"
1499759660,49,147,"['005', '011', '036', '305']"
1499759660,97,1202,"['005', '011', '036', '305']"
1499759660,106,974,"['036', '305']"
1499759660,147,173,"['005', '011', '036', '305']"
1499759660,173,1108,"['005', '036', '082']"
1499759660,192,1441,"['005', '036']"
1499759660,366,475,"['005', '036', '082', '305']"
1499759660,461,695,"['011', '014', '036', '305']"
1499759660,461,1037,"['011', '015', '036', '305']"
1499759660,502,782,"['005', '011', '036']"
1499759660,695,1037,"['011', '014', '015', '036', '305']"
1499759660,710,1076,['005']
1499759660,782,1080,"['005', '011', '036']"
1499759660,1202,1401,"['005', '011', '036', '305']"
1499759680,8,1053,"['005', '305']"
1499759680,97,1202,"['005', '036', '154', '305']"
1499759680,97,1401,"['005', '036', '154', '305']"
1499759680,181,209,"['036', '305']"
1499759680,192,959,"['011', '036', '154']"
1499759680,192,1441,"['011', '036', '154']"
1499759680,454,480,['305']
1499759680,583,1116,['036']
1499759700,101,1412,"['005', '011', '036', '305']"
1499759700,366,687,"['036', '305']"
1499759700,475,687,"['036', '305']"
1499759700,512,719,"['005', '011', '036']"
1499759700,512,1911,"['011', '036']"
1499759700,583,1116,"['036', '305']"
1499759700,719,1641,"['005', '036']"
1499759700,1551,1617,"['011', '305']"
1499759720,39,97,"['005', '011', '036', '154', '305']"
1499759720,39,296,"['005', '011', '036', '154', '305']"
1499759720,101,299,"['011', '305']"
1499759720,106,234,['305']
1499759720,106,461,['305']
1499759720,106,695,"['011', '014', '036', '305']"
1499759720,106,1748,['305']
1499759720,147,173,"['005', '011', '036']"
1499759720,147,310,"['005', '011', '036']"
1499759720,147,869,"['005', '011', '036']"
1499759720,147,1108,"['005', '011', '036']"
1499759720,173,1108,"['005', '036']"
1499759720,192,1441,"['011', '036', '305']"
1499759720,299,1412,"['011', '305']"
1499759720,366,475,"['005', '036', '305']"
1499759720,454,480,"['036', '305']"
1499759720,461,1037,['011']
1499759720,475,1076,"['005', '036']"
1499759720,480,695,"['011', '014', '036', '305']"
1499759720,695,1617,"['011', '014', '036']"
1499759720,1063,1902,"['015', '078']"
1499759720,1202,1401,"['005', '011', '036', '154', '305']"
1499759740,192,254,"['005', '011', '014', '036', '305']"
1499759740,192,959,"['005', '011', '014', '036']"
1499759740,192,1441,"['005', '011', '014', '036']"
1499759740,192,1657,"['005', '011', '014', '036']"
1499759740,193,1911,"['005', '011', '036', '305']"
1499759740,254,791,"['011', '036', '305']"
1499759740,254,959,"['011', '036', '305']"
1499759740,254,1441,"['011', '036', '305']"
1499759740,310,797,"['005', '011', '036', '154']"
1499759740,310,869,"['005', '011', '036', '154']"
1499759740,454,480,"['005', '036', '154', '305']"
1499759740,741,1887,['038']
1499759760,39,296,"['015', '078']"
1499759760,101,1159,"['015', '078']"
1499759760,200,1159,"['015', '078']"
1499759760,502,1159,"['015', '078']"
1499759760,512,719,"['005', '011', '036']"
1499759760,583,869,"['005', '011', '015', '036', '154', '305']"
1499759760,869,1202,"['005', '011', '015', '036', '154', '305']"
1499759760,869,1401,"['005', '011', '015', '036', '154', '305']"
1499759780,97,170,['078']
1499759780,173,1108,"['005', '011', '036', '082']"
1499759780,209,475,"['036', '154', '305']"
1499759780,305,480,"['011', '036']"
1499759780,366,475,"['036', '154', '305']"
1499759780,454,480,"['011', '036']"
1499759780,1202,1401,"['015', '078']"
1499759800,45,1911,"['015', '078']"
1499759800,147,558,['015']
1499759800,441,558,['015']
1499759800,454,480,['305']
1499759800,465,710,"['005', '036', '305']"
1499759800,558,1811,['015']
1499759800,1401,1409,"['015', '078']"
1499759820,512,719,"['005', '011', '036']"
1499759820,1076,1852,"['005', '036', '305']"
1499759840,115,869,"['015', '078']"
1499759840,173,1108,"['005', '036', '082', '305']"
1499759840,272,869,"['015', '078']"
1499759840,500,1482,"['005', '036']"
1499759840,719,1641,['036']
1499759840,869,1410,"['015', '078']"
1499759840,1053,1482,"['005', '036']"
1499759860,45,1811,['015']
1499759860,441,558,['078']
1499759860,461,797,"['015', '078']"
1499759860,500,779,['036']
1499759860,579,1482,"['005', '036']"
1499759860,741,1409,"['015', '078']"
1499759860,741,1887,"['015', '078']"
1499759860,779,1482,['036']
1499759880,147,1617,"['015', '078']"
1499759880,441,558,"['015', '078']"
1499759880,512,719,"['005', '011', '036']"
1499759880,1551,1617,"['015', '078']"
1499759900,32,488,"['015', '078']"
1499759900,173,1108,"['005', '036', '082', '305']"
1499759900,181,209,"['005', '036']"
1499759900,318,334,"['015', '078']"
1499759900,491,1657,['015']
1499759900,500,710,"['036', '305']"
1499759900,687,1053,['015']
1499759900,741,1902,"['015', '078']"
1499759900,1079,1449,"['015', '078']"
1499759920,32,488,"['015', '078']"
1499759920,173,1108,"['005', '011', '036', '082', '305']"
1499759920,376,465,"['036', '305']"
1499759920,461,797,['078']
1499759920,710,1076,"['011', '036']"
1499759920,832,1641,"['015', '078']"
1499759920,832,1809,"['015', '078']"
1499759920,903,1657,"['015', '078']"
1499759940,272,1492,"['015', '078']"
1499759960,39,296,"['015', '078']"
1499759960,173,1108,"['005', '011', '036']"
1499759960,687,1053,['015']
1499759960,1076,1493,"['005', '011', '036', '305']"
1499759960,1493,1668,"['005', '011', '036', '305']"
1499759980,173,1108,"['005', '011', '036', '082', '305']"
1499759980,903,1657,['078']
1499760000,97,106,"['015', '078']"
1499760000,210,1482,"['005', '036', '305']"
1499760020,170,791,"['015', '078']"
1499760040,199,779,"['015', '078']"
1499760040,209,366,"['036', '305']"
1499760040,687,779,"['015', '078']"
1499760040,1053,1609,['015']
1499760040,1409,1578,"['015', '078']"
1499760060,209,366,"['036', '305']"
1499760060,209,475,"['036', '305']"
1499760060,1053,1609,['078']
1499760060,1409,1578,"['015', '078']"
1499760080,173,1622,"['015', '078']"
1499760080,210,579,['036']
1499760080,579,991,['036']
1499760100,170,791,"['015', '078']"
1499760100,210,579,"['005', '036', '305']"
1499760100,461,797,"['015', '078']"
1499760100,1053,1609,"['015', '078']"
1499760120,210,500,"['005', '011', '036']"
1499760120,558,1053,"['015', '078']"
1499760120,558,1493,"['015', '078']"
1499760140,30,318,"['015', '078']"
1499760140,39,296,"['015', '078']"
1499760140,199,475,"['015', '078']"
1499760140,210,500,"['011', '036', '305']"
1499760160,192,1441,"['015', '078']"
1499760180,221,1025,"['005', '011', '036']"
1499760180,318,334,"['015', '078']"
1499760200,502,1421,['078']
1499760220,318,334,['078']
1499760220,869,1076,['078']
1499760280,39,1657,"['015', '078']"
1499760280,192,1441,"['015', '078']"
1499760280,869,1076,"['015', '078']"
1499760300,106,1449,"['015', '078']"
1499760300,429,500,"['005', '036', '305']"
1499760320,441,558,"['015', '078']"
1499760340,487,998,"['011', '305']"
1499760360,500,579,['036']
1499760380,441,558,['015']
1499760400,15,874,['154']
1499760420,378,579,"['011', '154']"
1499760420,487,1422,"['015', '078']"
1499760440,97,1449,"['015', '078']"
1499760460,15,874,"['154', '303']"
1499760460,39,296,['015']
1499760460,318,1079,['078']
1499760460,376,465,"['015', '078']"
1499760500,97,1449,"['015', '078']"
1499760520,376,465,['078']
1499760520,487,1422,['015']
1499760520,687,779,['015']
1499760520,869,1076,"['015', '078']"
1499760540,558,1053,"['015', '078']"
1499760560,97,1449,['078']
1499760580,314,746,"['015', '078']"
1499760580,318,1079,['078']
1499760580,376,465,['078']
1499760580,461,1809,['078']
1499760580,487,1422,['015']
1499760580,869,1076,['015']
1499760600,366,475,"['015', '078']"
1499760600,487,1422,"['015', '078']"
1499760620,97,1449,"['015', '078']"
